Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Demand_Supply_Ratio,Demand_Supply_Difference,Cost_per_Minute,Possible_Surge_Condition
54,7,Urban,Regular,91,3.75,Night,Economy,97,298.3226183929867,7.714285714285714,47,3.0754909112679045,True
60,6,Rural,Silver,65,4.76,Morning,Economy,168,629.2044295696749,10.0,54,3.745264461724255,True
26,13,Suburban,Silver,4,3.63,Night,Premium,123,441.99619244539696,2.0,13,3.5934649792308697,False
90,10,Rural,Silver,59,4.44,Morning,Premium,147,691.5012905566776,9.0,80,4.704090411950188,True
34,12,Suburban,Silver,38,4.18,Afternoon,Economy,24,106.94859059241988,2.8333333333333335,22,4.456191274684161,False
80,34,Suburban,Silver,84,3.8,Night,Economy,174,561.4385219871201,2.3529411764705883,46,3.226658172339771,False
21,7,Rural,Regular,58,4.31,Morning,Premium,75,328.45835687553256,3.0,14,4.379444758340434,False
97,71,Suburban,Silver,52,4.32,Evening,Economy,36,133.38738314122594,1.3661971830985915,26,3.7052050872562763,False
64,7,Suburban,Regular,92,4.58,Evening,Premium,16,114.6992021313152,9.142857142857142,57,7.1687001332072,True
47,34,Rural,Gold,16,4.38,Evening,Premium,46,237.14338896943255,1.3823529411764706,13,5.155291064552881,False
44,28,Rural,Gold,30,3.93,Evening,Premium,42,157.10657171647188,1.5714285714285714,16,3.740632659915997,False
21,9,Suburban,Gold,13,4.01,Evening,Economy,127,431.251597706785,2.3333333333333335,12,3.3956818717069686,False
57,37,Urban,Gold,59,3.92,Evening,Economy,159,585.8075881778408,1.5405405405405406,20,3.684324453948684,False
62,5,Rural,Silver,51,4.4,Afternoon,Economy,160,647.204374917644,12.4,57,4.045027343235275,True
25,6,Urban,Gold,60,3.91,Evening,Premium,145,559.578839787104,4.166666666666667,19,3.8591644123248554,True
92,33,Suburban,Silver,70,3.69,Evening,Premium,46,173.1505322724627,2.787878787878788,59,3.764142005923102,False
38,7,Rural,Gold,46,3.79,Night,Economy,78,198.17046750812375,5.428571428571429,31,2.5406470193349198,True
99,31,Urban,Silver,0,3.54,Morning,Economy,50,192.7088692483722,3.193548387096774,68,3.854177384967444,False
35,7,Rural,Regular,65,4.19,Night,Economy,65,165.0758241756551,5.0,28,2.5396280642408477,True
30,13,Urban,Gold,53,3.68,Night,Premium,124,379.4680328899806,2.3076923076923075,17,3.060226071693392,False
28,6,Urban,Gold,53,4.48,Night,Premium,148,461.10955384851616,4.666666666666667,22,3.1156050935710553,True
59,47,Rural,Silver,73,3.54,Night,Economy,75,234.5672445982206,1.2553191489361701,12,3.127563261309608,False
24,13,Urban,Silver,50,4.26,Night,Premium,141,540.0620306756346,1.8461538461538463,11,3.8302271679123017,False
21,6,Suburban,Regular,15,3.81,Evening,Premium,80,318.84150331304255,3.5,15,3.985518791413032,False
84,54,Suburban,Silver,59,4.98,Afternoon,Premium,43,196.31514152174805,1.5555555555555556,30,4.565468407482513,False
100,50,Urban,Silver,83,4.91,Morning,Premium,173,622.4914304114809,2.0,50,3.5982163607600053,False
30,11,Urban,Silver,99,4.96,Evening,Economy,83,349.6745279402746,2.727272727272727,19,4.212946119762345,False
45,35,Rural,Regular,0,4.58,Afternoon,Premium,41,206.1473318707726,1.2857142857142858,10,5.027983704165186,False
53,35,Urban,Gold,35,3.92,Afternoon,Premium,166,635.9330544824535,1.5142857142857142,18,3.830922014954539,False
65,41,Rural,Gold,51,3.57,Night,Premium,48,251.1121418065252,1.5853658536585367,24,5.231502954302608,False
93,6,Rural,Silver,85,4.47,Night,Economy,107,324.098767437868,15.5,87,3.0289604433445607,True
28,5,Rural,Regular,69,4.49,Morning,Premium,132,425.4887347951667,5.6,23,3.22339950602399,True
38,8,Urban,Silver,78,3.57,Night,Economy,114,470.2690237026412,4.75,30,4.125166874584572,True
25,6,Urban,Regular,69,4.45,Evening,Premium,94,398.051725971793,4.166666666666667,19,4.23459282948716,True
76,23,Rural,Regular,64,3.57,Night,Premium,115,564.9317250247195,3.3043478260869565,53,4.912449782823648,False
22,7,Suburban,Gold,73,4.91,Morning,Premium,73,238.31899146487595,3.142857142857143,15,3.264643718696931,False
40,5,Rural,Silver,17,4.55,Afternoon,Economy,72,184.95522562926732,8.0,35,2.5688225781842684,True
89,16,Suburban,Regular,27,4.86,Afternoon,Economy,161,624.305615960136,5.5625,73,3.8776746332927705,True
31,21,Suburban,Silver,77,4.83,Afternoon,Economy,107,389.3845083155804,1.4761904761904763,10,3.6391075543512184,False
92,45,Rural,Silver,59,4.23,Morning,Premium,121,574.8939389332888,2.0444444444444443,47,4.751189577961065,False
58,32,Urban,Gold,92,4.59,Afternoon,Premium,111,517.9444619823878,1.8125,26,4.666166324165656,False
58,20,Rural,Silver,42,3.51,Evening,Economy,125,527.1792011771714,2.9,38,4.217433609417371,False
36,7,Suburban,Regular,26,4.35,Morning,Economy,59,201.49683080394215,5.142857142857143,29,3.4152005221007142,True
66,40,Rural,Regular,93,4.86,Evening,Economy,153,627.0167510146084,1.65,26,4.098148699441885,False
76,54,Urban,Regular,58,4.05,Evening,Economy,74,218.6251778894482,1.4074074074074074,22,2.954394295803354,False
55,23,Urban,Gold,46,4.58,Afternoon,Premium,150,654.676536309137,2.391304347826087,32,4.364510242060913,False
21,8,Urban,Regular,57,4.78,Night,Premium,84,293.5602166445157,2.625,13,3.4947644838632823,False
61,45,Rural,Gold,42,4.25,Afternoon,Economy,102,421.98526198279467,1.3555555555555556,16,4.137110411596026,False
72,62,Suburban,Regular,48,3.82,Evening,Economy,126,553.7408048680613,1.1612903225806452,10,4.394768292603661,False
65,18,Rural,Gold,65,4.01,Morning,Economy,111,330.62430999065225,3.611111111111111,47,2.9785973873031732,False
20,8,Rural,Silver,27,4.99,Morning,Economy,83,261.4451502998812,2.5,12,3.149941569878087,False
22,7,Suburban,Silver,16,4.1,Night,Economy,147,520.0637873298249,3.142857142857143,15,3.5378488934001693,False
72,49,Suburban,Gold,15,4.34,Night,Premium,19,117.63327810103034,1.469387755102041,23,6.191225163212123,False
42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,493.0149508584995,1.4,12,3.572572107670286,False
100,54,Suburban,Regular,91,4.59,Night,Premium,61,203.11329573964892,1.8518518518518519,46,3.3297261596663756,False
87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,421.7762985074602,2.71875,55,3.6997920921707035,False
36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,305.00888586073415,4.5,28,3.9611543618277163,True
70,38,Urban,Silver,99,4.19,Morning,Economy,76,317.77188818101894,1.8421052631578947,32,4.181209055013407,False
41,7,Urban,Gold,4,4.15,Night,Economy,83,364.9140560714328,5.857142857142857,34,4.396554892426901,True
59,40,Rural,Gold,64,4.72,Night,Economy,157,398.3194964103068,1.475,19,2.5370668561166037,False
33,14,Urban,Regular,38,4.89,Morning,Economy,127,461.30601206640824,2.357142857142857,19,3.632330803672506,False
70,26,Urban,Silver,15,3.67,Night,Premium,70,358.2348071386952,2.6923076923076925,44,5.11764010198136,False
45,7,Rural,Regular,87,4.35,Evening,Economy,74,224.30710676256516,6.428571428571429,38,3.0311771184130425,True
98,71,Suburban,Regular,83,4.55,Morning,Economy,139,558.3815496134125,1.380281690140845,27,4.017133450456205,False
75,63,Urban,Gold,42,4.55,Evening,Premium,138,660.4425622593634,1.1904761904761905,12,4.785815668546111,False
100,34,Rural,Gold,33,4.75,Night,Economy,156,537.4486716625657,2.9411764705882355,66,3.4451837927087547,False
76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.104370355134,3.3043478260869565,53,4.103456156881487,False
32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.28310451017555,2.6666666666666665,20,2.95060190018501,False
35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145215127,1.5217391304347827,12,3.890515332448248,False
30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.1110979571745,1.875,14,2.9585288588533416,False
75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.49060049402551,1.3392857142857142,19,5.658663658819342,False
25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.27811761739352,4.166666666666667,19,4.277783956679882,True
88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.33149010162909,5.5,72,3.979109065675909,True
43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269903920518,1.6538461538461537,17,3.654457854131325,False
39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.54301971048153,1.95,19,2.640851402565963,False
77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.2853707615285,1.2222222222222223,14,3.3653572633763584,False
41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.62342246641472,2.9285714285714284,27,3.6657841319676474,False
51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.112640122952,2.55,31,3.477789539407323,False
30,10,Suburban,Gold,86,4.95,Evening,Economy,149,565.6691466337952,3.0,20,3.7964372257301693,False
29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,402.15587758232147,3.625,21,3.3236022940687726,False
21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,689.8421599513094,4.2,16,4.338629936800689,True
50,15,Suburban,Regular,62,4.51,Night,Economy,83,307.64692809302676,3.3333333333333335,35,3.7065894950967078,False
61,42,Rural,Gold,11,3.72,Night,Economy,52,186.5262770863605,1.4523809523809523,19,3.5870437901223173,False
67,5,Suburban,Silver,81,4.53,Morning,Premium,14,91.06777716361007,13.4,62,6.504841225972148,True
73,22,Suburban,Regular,26,4.99,Night,Economy,33,143.8549860520897,3.3181818181818183,51,4.359242001578476,False
35,18,Urban,Gold,27,3.82,Morning,Economy,158,553.837359075948,1.9444444444444444,17,3.505299740987013,False
96,58,Urban,Silver,25,3.61,Morning,Economy,85,336.56848365859423,1.6551724137931034,38,3.9596292195128733,False
38,28,Urban,Gold,8,4.83,Morning,Economy,29,95.02020685904614,1.3571428571428572,10,3.276558857208488,False
75,28,Urban,Gold,6,4.02,Evening,Premium,171,575.0117219060105,2.6785714285714284,47,3.362641648573161,False
57,26,Suburban,Silver,92,4.11,Afternoon,Premium,58,264.675747588135,2.1923076923076925,31,4.56337495841612,False
36,10,Rural,Gold,65,3.54,Night,Economy,53,185.61792391524813,3.6,26,3.5022249795329836,False
73,27,Rural,Gold,98,3.97,Evening,Economy,57,251.1556502722435,2.7037037037037037,46,4.406239478460412,False
68,29,Rural,Gold,51,3.99,Evening,Economy,110,299.689056274687,2.3448275862068964,39,2.7244459661335183,False
25,9,Rural,Gold,11,3.58,Night,Economy,31,92.65681121424488,2.7777777777777777,16,2.9889293940078994,False
97,25,Urban,Regular,95,4.91,Night,Premium,101,332.2293764400841,3.88,72,3.2893997667335055,True
30,7,Rural,Regular,85,3.74,Evening,Economy,44,184.11208970364285,4.285714285714286,23,4.184365675082792,True
83,7,Suburban,Gold,24,4.9,Morning,Premium,24,124.5817744544144,11.857142857142858,76,5.190907268933933,True
27,5,Rural,Gold,2,4.3,Evening,Economy,22,60.98181721983856,5.4,22,2.7719007827199347,True
58,21,Suburban,Gold,72,4.14,Afternoon,Economy,10,35.88598786056829,2.761904761904762,37,3.588598786056829,False
32,15,Urban,Gold,67,3.76,Evening,Premium,23,132.12301879164062,2.1333333333333333,17,5.744479077897418,False
76,8,Urban,Gold,40,4.68,Afternoon,Economy,157,561.5796822292014,9.5,68,3.5769406511414097,True
21,9,Suburban,Regular,38,4.54,Morning,Economy,179,546.3787898746884,2.3333333333333335,12,3.052395474160271,False
47,37,Urban,Gold,53,4.69,Night,Economy,41,147.4597413359118,1.2702702702702702,10,3.596579056973458,False
33,20,Suburban,Regular,97,4.13,Morning,Premium,169,668.8922140357987,1.65,13,3.957942094886383,False
92,66,Rural,Silver,26,3.56,Evening,Economy,19,62.06928479024478,1.393939393939394,26,3.266804462644462,False
24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,477.7411361723483,3.4285714285714284,17,4.303974199750885,False
75,9,Rural,Gold,71,4.06,Night,Economy,150,411.0057654245888,8.333333333333334,66,2.740038436163925,True
89,76,Urban,Gold,35,4.8,Night,Premium,177,650.2985711974341,1.1710526315789473,13,3.6740032271041474,False
67,20,Urban,Regular,42,4.13,Evening,Economy,68,243.22861759627588,3.35,47,3.576891435239351,False
61,23,Suburban,Silver,51,4.73,Evening,Premium,150,680.9330686248741,2.652173913043478,38,4.539553790832493,False
80,67,Rural,Regular,80,4.74,Night,Economy,147,432.30725774113824,1.1940298507462686,13,2.940865698919308,False
66,15,Suburban,Gold,62,4.59,Night,Economy,161,720.729944900258,4.4,51,4.476583508697255,True
39,12,Suburban,Regular,54,3.77,Morning,Premium,176,510.4543750320455,3.25,27,2.900308949045713,False
46,22,Urban,Regular,9,4.33,Morning,Economy,128,522.7974318549136,2.090909090909091,24,4.084354936366513,False
89,74,Rural,Silver,41,4.89,Morning,Premium,115,432.16279228896633,1.2027027027027026,15,3.757937324251881,False
60,16,Urban,Gold,56,4.33,Night,Premium,126,382.4570671338528,3.75,44,3.0353735486813713,False
58,13,Rural,Regular,99,3.62,Morning,Premium,106,351.43931589566165,4.461538461538462,45,3.3154652442986947,True
68,16,Urban,Silver,93,4.44,Morning,Premium,154,510.19578633034166,4.25,52,3.312959651495725,True
45,19,Suburban,Silver,71,3.72,Night,Economy,121,313.92644056486665,2.3684210526315788,26,2.5944333930980714,False
91,61,Suburban,Gold,100,4.88,Night,Economy,101,372.2298219510593,1.4918032786885247,30,3.6854437816936567,False
39,12,Urban,Regular,70,4.02,Morning,Premium,66,314.46800852423786,3.25,27,4.764666795821785,False
97,9,Rural,Gold,58,4.32,Evening,Premium,142,491.5779538643877,10.777777777777779,88,3.4618165765097726,True
42,18,Suburban,Silver,39,3.94,Afternoon,Economy,128,527.1558943563921,2.3333333333333335,24,4.118405424659313,False
27,15,Urban,Gold,11,3.77,Evening,Economy,111,432.849396942834,1.8,12,3.899544116602108,False
67,48,Rural,Regular,94,4.3,Evening,Premium,168,544.6027807887253,1.3958333333333333,19,3.241683218980508,False
69,51,Urban,Regular,75,3.57,Night,Premium,136,470.18271352951473,1.3529411764705883,18,3.4572258347758438,False
69,47,Urban,Regular,65,4.22,Night,Economy,18,53.5391040086766,1.4680851063829787,22,2.9743946671487,False
93,18,Suburban,Gold,34,3.54,Afternoon,Economy,80,352.0685727015968,5.166666666666667,75,4.40085715876996,True
84,74,Suburban,Regular,7,4.4,Afternoon,Premium,101,396.3698341114785,1.135135135135135,10,3.9244538030839453,False
96,48,Urban,Gold,41,4.39,Morning,Economy,130,367.7829980600229,2.0,48,2.8290999850770993,False
30,13,Suburban,Gold,72,4.18,Night,Premium,113,352.9356730761453,2.3076923076923075,17,3.123324540496861,False
60,48,Suburban,Regular,15,4.06,Morning,Economy,78,339.1055825696459,1.25,12,4.347507468841614,False
72,39,Urban,Regular,39,3.77,Night,Premium,115,347.8959667426787,1.8461538461538463,33,3.0251823195015537,False
31,13,Suburban,Regular,82,4.63,Morning,Economy,108,469.2509135918648,2.3846153846153846,18,4.34491586659134,False
71,13,Rural,Silver,60,4.3,Night,Premium,62,213.8430201203033,5.461538461538462,58,3.4490809696823113,True
91,61,Rural,Silver,86,4.44,Morning,Premium,129,567.5392184514062,1.4918032786885247,30,4.399528825204699,False
91,60,Rural,Gold,2,3.53,Evening,Premium,107,492.179013222281,1.5166666666666666,31,4.599803861890477,False
32,6,Urban,Silver,13,4.75,Afternoon,Economy,53,173.88747446193491,5.333333333333333,26,3.28089574456481,True
23,10,Suburban,Gold,47,4.84,Evening,Economy,125,418.10682439062094,2.3,13,3.3448545951249677,False
61,47,Suburban,Silver,100,4.58,Night,Premium,157,658.3040013013618,1.297872340425532,14,4.193019116569183,False
57,40,Urban,Regular,78,3.62,Afternoon,Economy,171,764.5953413909641,1.425,17,4.4713177859120705,False
89,70,Suburban,Gold,86,4.51,Afternoon,Economy,90,384.2092919756728,1.2714285714285714,19,4.268992133063031,False
64,45,Rural,Gold,22,3.96,Night,Premium,118,404.6018875393623,1.4222222222222223,19,3.4288295554183246,False
91,29,Urban,Regular,82,3.73,Afternoon,Premium,90,446.81702579708536,3.1379310344827585,62,4.964633619967615,False
91,53,Suburban,Gold,67,4.56,Night,Economy,50,158.1067231747087,1.7169811320754718,38,3.1621344634941737,False
69,37,Suburban,Regular,47,4.39,Evening,Premium,60,284.2362895344896,1.864864864864865,32,4.737271492241493,False
71,61,Suburban,Regular,79,3.85,Afternoon,Economy,147,591.2989763287625,1.1639344262295082,10,4.022442015841921,False
38,7,Rural,Silver,28,3.85,Evening,Economy,12,36.00027803358747,5.428571428571429,31,3.0000231694656225,True
100,32,Suburban,Regular,67,3.94,Evening,Premium,162,581.1370845965885,3.125,68,3.587265954299929,False
65,51,Suburban,Gold,97,4.81,Night,Premium,144,588.1367698544636,1.2745098039215685,14,4.084283123989331,False
73,38,Urban,Regular,91,4.23,Evening,Premium,86,400.2673330229722,1.9210526315789473,35,4.654271314220607,False
56,25,Suburban,Regular,87,3.73,Evening,Premium,172,575.4102708388258,2.24,31,3.345408551388522,False
75,55,Rural,Silver,80,4.7,Morning,Economy,69,190.9788526811355,1.3636363636363635,20,2.7678094591468914,False
97,21,Urban,Regular,43,3.79,Afternoon,Premium,106,398.1593839328215,4.619047619047619,76,3.7562206031398255,True
94,71,Rural,Regular,48,4.73,Night,Premium,169,770.8733244527833,1.323943661971831,23,4.561380618063807,False
53,22,Urban,Silver,28,4.99,Afternoon,Premium,64,211.0820229741896,2.409090909090909,31,3.2981566089717127,False
81,8,Rural,Silver,78,4.8,Afternoon,Premium,141,618.4288567281086,10.125,73,4.38602026048304,True
47,34,Rural,Silver,87,3.53,Morning,Premium,170,739.2271199769044,1.3823529411764706,13,4.348394823393555,False
80,48,Suburban,Regular,13,4.44,Night,Economy,35,128.7410738814351,1.6666666666666667,32,3.678316396612432,False
75,55,Rural,Gold,54,4.73,Night,Premium,145,584.4917299915722,1.3636363636363635,20,4.030977448217739,False
89,12,Urban,Silver,42,4.73,Afternoon,Economy,102,328.31398217312767,7.416666666666667,77,3.2187645311090947,True
30,13,Rural,Gold,8,4.1,Afternoon,Economy,94,274.68037544392655,2.3076923076923075,17,2.922131653658793,False
64,5,Rural,Gold,91,4.34,Evening,Premium,21,108.2430435427408,12.8,59,5.154430644892419,True
55,29,Suburban,Gold,92,4.85,Morning,Economy,44,181.78093960037765,1.896551724137931,26,4.131384990917674,False
94,76,Suburban,Gold,26,4.7,Morning,Premium,94,405.317954516569,1.236842105263158,18,4.31189313315499,False
53,28,Urban,Gold,6,3.67,Evening,Economy,178,775.7916851510323,1.8928571428571428,25,4.358380253657485,False
29,7,Suburban,Regular,68,3.98,Morning,Economy,114,289.1296809487768,4.142857142857143,22,2.5362252714804985,True
29,17,Urban,Silver,76,3.61,Morning,Economy,166,674.132847635612,1.7058823529411764,12,4.06104125081694,False
75,42,Suburban,Silver,38,4.25,Afternoon,Economy,146,479.11995337350106,1.7857142857142858,33,3.2816435162568567,False
74,53,Suburban,Regular,60,3.93,Night,Economy,162,676.4404324115253,1.3962264150943395,21,4.175558224762502,False
89,75,Urban,Silver,10,4.91,Evening,Economy,16,54.449538186289914,1.1866666666666668,14,3.4030961366431196,False
29,13,Suburban,Gold,44,4.29,Evening,Premium,87,267.7404170012178,2.230769230769231,16,3.077476057485262,False
40,20,Rural,Silver,45,4.42,Evening,Premium,130,445.4842486108808,2.0,20,3.4268019123913906,False
79,11,Urban,Regular,1,4.35,Night,Premium,45,210.25675967194184,7.181818181818182,68,4.672372437154263,True
98,87,Urban,Gold,87,4.28,Afternoon,Premium,170,603.8458024755097,1.1264367816091954,11,3.5520341322088806,False
95,76,Urban,Regular,74,4.39,Night,Economy,118,464.9915827255092,1.25,19,3.940606633267027,False
79,13,Rural,Gold,67,4.05,Evening,Premium,151,514.9363491532515,6.076923076923077,66,3.4101744977036526,True
38,22,Suburban,Regular,18,4.17,Night,Premium,121,450.5387531372676,1.7272727272727273,16,3.723460769729484,False
83,41,Suburban,Silver,48,3.64,Evening,Economy,176,741.3443926126964,2.024390243902439,42,4.212184048935775,False
59,24,Suburban,Regular,40,4.0,Afternoon,Premium,147,631.6312970255759,2.4583333333333335,35,4.296811544391673,False
51,11,Suburban,Regular,72,3.62,Afternoon,Economy,16,71.21364105240121,4.636363636363637,40,4.450852565775076,True
64,46,Rural,Silver,51,5.0,Evening,Premium,29,144.60138253530263,1.391304347826087,18,4.986254570182849,False
30,6,Rural,Regular,93,3.81,Evening,Economy,129,505.92196882791006,5.0,24,3.92187572734814,True
60,15,Suburban,Regular,95,4.84,Afternoon,Economy,180,726.3339146351499,4.0,45,4.035188414639721,True
75,51,Rural,Regular,17,4.83,Afternoon,Premium,79,283.41327875852477,1.4705882352941178,24,3.587509857702845,False
25,15,Suburban,Regular,88,4.68,Afternoon,Premium,31,148.18648820169864,1.6666666666666667,10,4.780209296828988,False
46,31,Suburban,Gold,67,3.53,Morning,Economy,61,158.59209307103367,1.4838709677419355,15,2.5998703782136667,False
48,11,Urban,Regular,86,3.55,Night,Economy,15,57.89462608061131,4.363636363636363,37,3.859641738707421,True
51,6,Rural,Gold,64,4.57,Morning,Economy,34,142.5577269374603,8.5,45,4.192874321690009,True
68,23,Suburban,Gold,96,4.77,Morning,Economy,105,359.128113102171,2.9565217391304346,45,3.4202677438302,False
89,8,Suburban,Silver,18,3.83,Morning,Economy,121,407.5520587692045,11.125,81,3.368198832803343,True
84,55,Suburban,Regular,1,4.47,Afternoon,Economy,146,487.3991192361553,1.5272727272727273,29,3.3383501317544884,False
50,8,Rural,Regular,25,3.8,Evening,Premium,13,89.61312852216915,6.25,42,6.8933175786283964,True
99,40,Urban,Gold,26,4.83,Evening,Premium,151,510.6580782397595,2.475,59,3.381841577746752,False
21,9,Urban,Gold,91,4.82,Morning,Economy,47,171.6271185714875,2.3333333333333335,12,3.6516408206699467,False
53,19,Suburban,Silver,54,3.84,Evening,Economy,132,520.5653406452625,2.789473684210526,34,3.94367682307017,False
60,16,Urban,Gold,68,4.23,Night,Economy,108,458.096326804516,3.75,44,4.24163265559737,False
32,22,Suburban,Silver,9,4.68,Night,Premium,135,530.1491563778454,1.4545454545454546,10,3.92703078798404,False
51,25,Rural,Regular,21,4.43,Evening,Premium,38,200.2582591219043,2.04,26,5.269954187418534,False
22,5,Urban,Regular,75,4.39,Night,Premium,19,128.0167601925525,4.4,17,6.737724220660659,True
21,7,Rural,Regular,6,4.96,Afternoon,Premium,180,836.1164185613576,3.0,14,4.6450912142297645,False
55,21,Rural,Silver,49,4.59,Morning,Economy,111,471.08905188849826,2.619047619047619,34,4.244045512508993,False
42,31,Rural,Gold,32,4.75,Night,Economy,12,50.6401755820817,1.3548387096774193,11,4.220014631840142,False
86,26,Rural,Silver,31,3.69,Afternoon,Economy,85,263.1611767019543,3.3076923076923075,60,3.096013843552403,False
48,18,Rural,Silver,60,4.47,Afternoon,Premium,124,524.1655595085831,2.6666666666666665,30,4.227141608940186,False
82,65,Urban,Gold,43,4.8,Night,Premium,112,330.2265438250878,1.2615384615384615,17,2.9484512841525694,False
63,48,Rural,Regular,88,4.09,Morning,Economy,70,212.7407519371268,1.3125,15,3.039153599101811,False
44,24,Urban,Regular,83,3.61,Night,Economy,13,48.928952535474146,1.8333333333333333,20,3.7637655796518574,False
39,18,Suburban,Gold,78,4.21,Afternoon,Economy,165,734.3951190125542,2.1666666666666665,21,4.450879509166995,False
23,7,Rural,Gold,98,4.35,Morning,Economy,76,281.33950234360725,3.2857142857142856,16,3.701835557152727,False
31,7,Rural,Silver,27,4.73,Morning,Premium,141,476.28985780068655,4.428571428571429,24,3.3779422539055783,True
44,7,Rural,Regular,55,3.66,Night,Premium,103,490.34215832141894,6.285714285714286,37,4.7606034788487275,True
23,5,Urban,Gold,92,3.71,Night,Economy,105,363.44477590272385,4.6,18,3.4613788181211795,True
63,46,Urban,Silver,36,4.59,Morning,Economy,18,49.83993575677632,1.3695652173913044,17,2.7688853198209067,False
25,15,Urban,Gold,15,4.18,Morning,Premium,176,516.8295590439432,1.6666666666666667,10,2.9365315854769496,False
27,11,Rural,Regular,1,4.34,Night,Economy,99,262.6864663772181,2.4545454545454546,16,2.65339865027493,False
57,28,Urban,Gold,27,4.58,Afternoon,Economy,107,423.5098573724167,2.0357142857142856,29,3.958036050209502,False
83,26,Suburban,Gold,77,3.62,Night,Premium,74,373.97563575919594,3.1923076923076925,57,5.053724807556702,False
80,5,Suburban,Regular,53,3.67,Evening,Premium,48,184.24294467848267,16.0,75,3.838394680801722,True
50,40,Rural,Silver,61,4.7,Evening,Premium,73,319.11098294212263,1.25,10,4.371383327974282,False
84,8,Rural,Gold,21,4.63,Night,Economy,172,549.2008068168793,10.5,76,3.1930279466097633,True
90,54,Rural,Regular,1,3.59,Afternoon,Premium,87,427.8571629452071,1.6666666666666667,36,4.917898424657553,False
28,9,Urban,Silver,68,4.82,Evening,Premium,43,164.316390505398,3.111111111111111,19,3.821311407102279,False
97,64,Rural,Silver,62,3.52,Morning,Premium,152,638.1340201838489,1.515625,33,4.19825013278848,False
99,22,Suburban,Silver,7,4.4,Morning,Economy,39,131.44358716419623,4.5,77,3.3703483888255445,True
96,53,Rural,Regular,58,4.28,Afternoon,Economy,21,55.6373707994896,1.8113207547169812,43,2.649398609499505,False
88,69,Rural,Gold,89,3.6,Evening,Premium,107,467.92749485577286,1.2753623188405796,19,4.373154157530587,False
53,17,Rural,Silver,78,4.03,Afternoon,Premium,26,120.24719290813758,3.1176470588235294,36,4.624892034928369,False
28,14,Rural,Silver,77,3.58,Afternoon,Economy,98,374.65518279544045,2.0,14,3.823012069341229,False
59,21,Rural,Regular,97,3.6,Afternoon,Premium,67,269.44414015954374,2.8095238095238093,38,4.021554330739459,False
50,27,Suburban,Gold,100,4.22,Morning,Premium,173,685.6696935694298,1.8518518518518519,23,3.9634086333493053,False
89,8,Urban,Gold,40,3.59,Morning,Premium,151,528.0024896243917,11.125,81,3.4967052293006073,True
83,34,Urban,Silver,96,4.71,Evening,Premium,176,812.0729938599545,2.4411764705882355,49,4.614051101477014,False
73,14,Urban,Gold,28,4.31,Evening,Economy,29,118.97305838669006,5.214285714285714,59,4.10251925471345,True
76,35,Suburban,Regular,8,4.89,Afternoon,Premium,138,406.5899107855241,2.1714285714285713,41,2.9463037013443776,False
56,35,Rural,Silver,33,3.97,Morning,Economy,47,134.77582951421903,1.6,21,2.8675708407280642,False
40,20,Rural,Regular,11,4.4,Afternoon,Economy,83,343.79851998722387,2.0,20,4.142150843219564,False
27,6,Urban,Silver,92,3.73,Night,Premium,125,460.28376247761025,4.5,21,3.682270099820882,True
32,7,Urban,Regular,79,4.05,Morning,Economy,83,306.390461217286,4.571428571428571,25,3.691451339967301,True
48,24,Urban,Silver,35,4.2,Night,Premium,51,251.42113940871516,2.0,24,4.9298262629159835,False
71,41,Urban,Gold,31,3.81,Afternoon,Premium,140,614.63671317069,1.7317073170731707,30,4.390262236933499,False
53,6,Rural,Silver,74,4.12,Night,Economy,76,231.1651667910225,8.833333333333334,47,3.0416469314608223,True
87,44,Rural,Silver,61,3.87,Evening,Premium,16,117.76366453355408,1.9772727272727273,43,7.36022903334713,False
36,16,Urban,Regular,82,4.62,Afternoon,Premium,72,253.4912438007839,2.25,20,3.520711719455332,False
39,20,Rural,Gold,71,4.11,Morning,Economy,111,404.59839918890424,1.95,19,3.6450306233234615,False
91,81,Rural,Gold,15,4.68,Evening,Premium,20,135.1772701347079,1.123456790123457,10,6.758863506735395,False
31,18,Urban,Regular,46,4.86,Night,Economy,128,360.8585507409454,1.7222222222222223,13,2.819207427663636,False
